DateTime,Most recent forecast [MW],Day-Ahead forecast [MW],Week-Ahead forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp]
02/09/2018 12:45,6.47,6.64,6.24,6.66,6.37,9.97
02/09/2018 13:00,6.49,6.67,6.31,6.7,6.54,9.97
02/09/2018 13:15,6.48,6.66,6.35,6.52,6.48,9.97
02/09/2018 13:30,6.43,6.62,6.37,6.2,6.46,9.97
02/09/2018 13:45,6.36,6.55,6.37,6.15,6.31,9.97
02/09/2018 14:00,6.04,6.46,6.35,6.36,6.04,9.97
02/09/2018 14:15,5.92,6.35,6.31,6.17,5.94,9.97
02/09/2018 14:30,5.79,6.2,6.26,6.25,5.69,9.97
02/09/2018 14:45,5.65,6.03,6.19,5.96,5.85,9.97
02/09/2018 15:00,5.48,5.82,6.09,5.92,5.48,9.97
02/09/2018 15:15,5.31,5.6,5.96,5.75,5.42,9.97
02/09/2018 15:30,5.13,5.38,5.79,5.53,5.36,9.97
02/09/2018 15:45,4.96,5.16,5.58,5.25,5.13,9.97
02/09/2018 16:00,5.07,4.93,5.36,5.12,4.73,9.97
02/09/2018 16:15,4.82,4.69,5.14,5.01,4.39,9.97
02/09/2018 16:30,4.52,4.42,4.83,3.58,4.03,9.97
02/09/2018 16:45,4.2,4.11,4.48,3.77,3.65,9.97
02/09/2018 17:00,3.86,3.78,4.07,3.32,3.34,9.97
02/09/2018 17:15,3.51,3.44,3.67,3.42,3.11,9.97
02/09/2018 17:30,3.14,3.08,3.23,3.18,2.91,9.97
02/09/2018 17:45,2.75,2.72,2.82,2.18,2.54,9.97
02/09/2018 18:00,2.36,2.34,2.41,2.5,2.14,9.97
02/09/2018 18:15,1.99,1.96,2,1.68,1.77,9.97
02/09/2018 18:30,1.62,1.61,1.61,0.94,1.29,9.97
02/09/2018 18:45,1.27,1.26,1.27,1.21,0.96,9.97
02/09/2018 19:00,0.94,0.92,0.94,0.42,0.7,9.97
02/09/2018 19:15,0.63,0.62,0.64,0.39,0.49,9.97
02/09/2018 19:30,0.36,0.35,0.36,0.32,0.31,9.97
02/09/2018 19:45,0.19,0.19,0.2,0.05,0.16,9.97
02/09/2018 20:00,0.08,0.09,0.09,0.06,0.05,9.97
02/09/2018 20:15,0.02,0.02,0.02,0.01,0,9.97
02/09/2018 20:30,0,0,0,0,0,9.97
02/09/2018 20:45,0,0,0,0,0,9.97
02/09/2018 21:00,0,0,0,0,0,9.97
02/09/2018 21:15,0,0,0,0,0,9.97
02/09/2018 21:30,0,0,0,0,0,9.97
02/09/2018 21:45,0,0,0,0,0,9.97
02/09/2018 22:00,0,0,0,0,0,9.97
02/09/2018 22:15,0,0,0,0,0,9.97
02/09/2018 22:30,0,0,0,0,0,9.97
02/09/2018 22:45,0,0,0,0,0,9.97
02/09/2018 23:00,0,0,0,0,0,9.97
02/09/2018 23:15,0,0,0,0,0,9.97
02/09/2018 23:30,0,0,0,0,0,9.97
02/09/2018 23:45,0,0,0,0,0,9.97
03/09/2018 00:00,0,0,0,0,0,9.97
03/09/2018 00:15,0,0,0,0,0,9.97
03/09/2018 00:30,0,0,0,0,,9.97
03/09/2018 00:45,0,0,0,0,0,9.97
03/09/2018 01:00,0,0,0,0,0,9.97
03/09/2018 01:15,0,0,0,0,,9.97
03/09/2018 01:30,0,0,0,0,0,9.97
03/09/2018 01:45,0,0,0,0,0,9.97
03/09/2018 02:00,0,0,0,0,0,9.97
03/09/2018 02:15,0,0,0,0,0,9.97
03/09/2018 02:30,0,0,0,0,0,9.97
03/09/2018 02:45,0,0,0,0,0,9.97
03/09/2018 03:00,0,0,0,0,0,9.97
03/09/2018 03:15,0,0,0,0,0,9.97
03/09/2018 03:30,0,0,0,0,0,9.97
03/09/2018 03:45,0,0,0,0,0,9.97
03/09/2018 04:00,0,0,0,0,0,9.97
03/09/2018 04:15,0,0,0,0,0,9.97
03/09/2018 04:30,0,0,0,0,0,9.97
03/09/2018 04:45,0,0,0,0,0,9.97
03/09/2018 05:00,0,0,0,0,0,9.97
03/09/2018 05:15,0,0,0,0,0,9.97
03/09/2018 05:30,0,0,0,0,0,9.97
03/09/2018 05:45,0,0,0,0,0,9.97
03/09/2018 06:00,0,0,0,0,0,9.97
03/09/2018 06:15,0,0,0,0,0,9.97
03/09/2018 06:30,0,0,0,0,0,9.97
03/09/2018 06:45,0,0,0,0,0,9.97
03/09/2018 07:00,0.02,0.02,0.04,0.02,0,9.97
03/09/2018 07:15,0.09,0.08,0.13,0.06,0.01,9.97
03/09/2018 07:30,0.18,0.17,0.25,0.11,,9.97
03/09/2018 07:45,0.31,0.3,0.47,0.22,0.09,9.97
03/09/2018 08:00,0.41,0.47,0.76,0.33,0.19,9.97
03/09/2018 08:15,0.6,0.64,1.04,0.48,0.3,9.97
03/09/2018 08:30,0.78,0.81,1.34,0.7,0.47,9.97
03/09/2018 08:45,0.98,1,1.67,0.92,0.76,9.97
03/09/2018 09:00,1.18,1.21,2.03,1.12,,9.97
03/09/2018 09:15,1.38,1.42,2.41,1.34,,9.97
03/09/2018 09:30,1.57,1.61,2.78,1.55,,9.97
03/09/2018 09:45,1.74,1.78,3.15,1.74,,9.97
03/09/2018 10:00,1.9,1.95,3.54,1.94,,9.97
03/09/2018 10:15,2.05,2.11,3.89,1.89,,9.97
03/09/2018 10:30,2.19,2.26,4.23,2.07,,9.97
03/09/2018 10:45,2.33,2.4,4.57,2.3,,9.97
03/09/2018 11:00,2.42,2.53,4.88,2.73,,9.97
03/09/2018 11:15,2.52,2.56,5.11,3.34,,9.97
03/09/2018 11:30,2.61,2.56,5.3,3.53,,9.97
03/09/2018 11:45,2.7,2.58,5.5,2.71,,9.97
03/09/2018 12:00,2.78,2.59,5.67,2.22,,9.97
03/09/2018 12:15,2.84,2.6,5.81,2.06,,9.97
03/09/2018 12:30,2.84,2.59,5.92,2.24,,9.97
03/09/2018 12:45,2.83,2.59,6.01,2.83,,9.97
03/09/2018 13:00,2.81,2.59,6.07,2.89,,9.97
03/09/2018 13:15,2.77,2.6,6.11,2.73,,9.97
03/09/2018 13:30,2.71,2.6,6.13,1.87,,9.97
03/09/2018 13:45,2.63,2.58,6.14,3.93,,9.97
03/09/2018 14:00,2.27,2.56,6.12,4.74,4.03,9.97
03/09/2018 14:15,2.19,2.51,6.08,4.67,3.75,9.97
03/09/2018 14:30,2.11,2.46,6.03,3.92,3.41,9.97
03/09/2018 14:45,2.03,2.39,5.95,5.01,3.19,9.97
03/09/2018 15:00,1.94,2.32,5.85,2.74,3.21,9.97
03/09/2018 15:15,1.85,2.24,5.71,5.68,3.1,9.97
03/09/2018 15:30,1.77,2.16,5.52,2.5,2.91,9.97
03/09/2018 15:45,1.69,2.06,5.32,2.16,2.41,9.97
03/09/2018 16:00,1.79,1.96,5.13,1.9,2.06,9.97
03/09/2018 16:15,1.7,1.85,4.91,1.67,2.35,9.97
03/09/2018 16:30,1.6,1.73,4.6,1.49,2.12,9.97
03/09/2018 16:45,1.49,1.61,4.24,1.29,1.63,9.97
03/09/2018 17:00,1.38,1.5,3.87,1.14,1.28,9.97
03/09/2018 17:15,1.27,1.38,3.5,0.92,1.11,9.97
03/09/2018 17:30,1.14,1.26,3.08,0.82,0.91,9.97
03/09/2018 17:45,1.01,1.13,2.68,0.69,0.83,9.97
03/09/2018 18:00,0.88,0.99,2.28,0.6,0.68,9.97
03/09/2018 18:15,0.74,0.85,1.89,0.5,0.54,9.97
03/09/2018 18:30,0.61,0.72,1.53,0.4,0.43,9.97
03/09/2018 18:45,0.49,0.59,1.19,0.32,0.31,9.97
03/09/2018 19:00,0.37,0.46,0.89,0.25,0.26,9.97
03/09/2018 19:15,0.26,0.31,0.6,0.19,0.21,9.97
03/09/2018 19:30,0.16,0.19,0.33,0.12,0.12,9.97
03/09/2018 19:45,0.09,0.1,0.18,0.06,0.06,9.97
03/09/2018 20:00,0.03,0.04,0.07,0.02,,9.97
03/09/2018 20:15,0.01,0.01,0.01,0,,9.97
03/09/2018 20:30,0,0,0,0,,9.97
03/09/2018 20:45,0,0,0,0,,9.97
03/09/2018 21:00,0,0,0,0,,9.97
03/09/2018 21:15,0,0,0,0,,9.97
03/09/2018 21:30,0,0,0,0,,9.97
03/09/2018 21:45,0,0,0,0,,9.97
03/09/2018 22:00,0,0,0,0,,9.97
03/09/2018 22:15,0,0,0,0,,9.97
03/09/2018 22:30,0,0,0,0,,9.97
03/09/2018 22:45,0,0,0,0,,9.97
03/09/2018 23:00,0,0,0,0,,9.97
03/09/2018 23:15,0,0,0,0,,9.97
03/09/2018 23:30,0,0,0,0,,9.97
03/09/2018 23:45,0,0,0,0,,9.97
04/09/2018 00:00,0,0,0,0,,9.97
04/09/2018 00:15,0,0,0,0,,9.97
04/09/2018 00:30,0,0,0,0,,9.97
04/09/2018 00:45,0,0,0,0,,9.97
04/09/2018 01:00,0,0,0,0,,9.97
04/09/2018 01:15,0,0,0,0,,9.97
04/09/2018 01:30,0,0,0,0,,9.97
04/09/2018 01:45,0,0,0,0,,9.97
04/09/2018 02:00,0,0,0,0,,9.97
04/09/2018 02:15,0,0,0,0,,9.97
04/09/2018 02:30,0,0,0,0,,9.97
04/09/2018 02:45,0,0,0,0,,9.97
04/09/2018 03:00,0,0,0,0,,9.97
04/09/2018 03:15,0,0,0,0,,9.97
04/09/2018 03:30,0,0,0,0,,9.97
04/09/2018 03:45,0,0,0,0,0,9.97
04/09/2018 04:00,0,0,0,0,0,9.97
04/09/2018 04:15,0,0,0,0,0,9.97
04/09/2018 04:30,0,0,0,0,0,9.97
04/09/2018 04:45,0,0,0,0,0,9.97
04/09/2018 05:00,0,0,0,0,0,9.97
04/09/2018 05:15,0,0,0,0,0,9.97
04/09/2018 05:30,0,0,0,0,0,9.97
04/09/2018 05:45,0,0,0,0,0,9.97
04/09/2018 06:00,0,0,0,0,0,9.97
04/09/2018 06:15,0,0,0,0,0,9.97
04/09/2018 06:30,0,0,0,0,0,9.97
04/09/2018 06:45,0,0,0,0,0,9.97
04/09/2018 07:00,0.01,0.01,0.03,0,0,9.97
04/09/2018 07:15,0.06,0.05,0.11,0.02,0.02,9.97
04/09/2018 07:30,0.12,0.12,0.22,0.07,0.07,9.97
04/09/2018 07:45,0.2,0.2,0.42,0.12,0.13,9.97
04/09/2018 08:00,0.25,0.31,0.68,0.2,0.22,9.97
04/09/2018 08:15,0.35,0.43,0.96,0.34,0.3,9.97
04/09/2018 08:30,0.47,0.56,1.26,0.21,0.38,9.97
04/09/2018 08:45,0.59,0.68,1.56,0.45,0.53,9.97
04/09/2018 09:00,0.7,0.79,1.88,0.47,0.58,9.97
04/09/2018 09:15,0.8,0.9,2.23,0.65,0.64,9.97
04/09/2018 09:30,0.92,1.02,2.58,0.99,0.8,9.97
04/09/2018 09:45,1.05,1.16,2.93,1.24,1.03,9.97
04/09/2018 10:00,1.18,1.29,3.3,2.33,1.31,9.97
04/09/2018 10:15,1.31,1.43,3.64,1.93,1.54,9.97
04/09/2018 10:30,1.44,1.57,3.97,2.59,1.83,9.97
04/09/2018 10:45,1.58,1.72,4.26,1.09,2.17,9.97
04/09/2018 11:00,1.67,1.86,4.52,1.86,2.43,9.97
04/09/2018 11:15,1.82,2,4.77,2.1,2.78,9.97
04/09/2018 11:30,1.95,2.14,5.02,2.09,3.23,9.97
04/09/2018 11:45,2.08,2.27,5.24,2.38,3.35,9.97
04/09/2018 12:00,2.2,2.41,5.43,2.72,3.52,9.97
04/09/2018 12:15,2.31,2.55,5.59,3.02,3.55,9.97
04/09/2018 12:30,2.41,2.67,5.73,3.08,4.04,9.97
04/09/2018 12:45,2.5,2.76,5.84,3.3,3.48,9.97
04/09/2018 13:00,2.59,2.85,5.91,3.33,3.94,9.97
04/09/2018 13:15,2.67,2.92,5.97,3.47,4.26,9.97
04/09/2018 13:30,2.74,2.99,6,3.5,4,9.97
04/09/2018 13:45,2.8,3.04,6.01,3.89,3.87,9.97
04/09/2018 14:00,3.59,3.08,6,3.74,4.2,9.97
04/09/2018 14:15,3.61,3.11,5.96,3.64,4.56,9.97
04/09/2018 14:30,3.61,3.14,5.9,3.82,4.06,9.97
04/09/2018 14:45,3.6,3.15,5.82,3.6,3.69,9.97
04/09/2018 15:00,3.57,3.15,5.72,3.48,3.15,9.97
04/09/2018 15:15,3.53,3.14,5.59,3.25,3.64,9.97
04/09/2018 15:30,3.44,3.1,5.42,2.57,3.38,9.97
04/09/2018 15:45,3.31,3.03,5.23,2.65,3.05,9.97
04/09/2018 16:00,3.26,2.95,5.01,3.33,3.1,9.97
04/09/2018 16:15,3.1,2.84,4.78,2.74,3.17,9.97
04/09/2018 16:30,2.91,2.7,4.51,2.4,2.89,9.97
04/09/2018 16:45,2.71,2.53,4.21,3.37,2.9,9.97
04/09/2018 17:00,2.49,2.37,3.87,2.28,2.49,9.97
04/09/2018 17:15,2.27,2.19,3.45,2.47,2.4,9.97
04/09/2018 17:30,2.05,2,3.07,2.09,2.19,9.97
04/09/2018 17:45,1.81,1.79,2.65,1.92,1.95,9.97
04/09/2018 18:00,1.57,1.57,2.24,1.8,1.54,9.97
04/09/2018 18:15,1.33,1.34,1.85,1.58,1.3,9.97
04/09/2018 18:30,1.1,1.11,1.49,0.96,0.98,9.97
04/09/2018 18:45,0.87,0.89,1.16,1.12,0.81,9.97
04/09/2018 19:00,0.65,0.67,0.84,0.44,0.64,9.97
04/09/2018 19:15,0.43,0.45,0.55,0.3,0.41,9.97
04/09/2018 19:30,0.25,0.26,0.3,0.21,0.21,9.97
04/09/2018 19:45,0.13,0.14,0.15,0.02,0.08,9.97
04/09/2018 20:00,0.04,0.05,0.06,0,0.02,9.97
04/09/2018 20:15,0,0,0.01,0,0,9.97
04/09/2018 20:30,0,0,0,0,0,9.97
04/09/2018 20:45,0,0,0,0,0,9.97
04/09/2018 21:00,0,0,0,0,0,9.97
04/09/2018 21:15,0,0,0,0,0,9.97
04/09/2018 21:30,0,0,0,0,0,9.97
04/09/2018 21:45,0,0,0,0,0,9.97
04/09/2018 22:00,0,0,0,0,0,9.97
04/09/2018 22:15,0,0,0,0,0,9.97
04/09/2018 22:30,0,0,0,0,0,9.97
04/09/2018 22:45,0,0,0,0,0,9.97
04/09/2018 23:00,0,0,0,0,0,9.97
04/09/2018 23:15,0,0,0,0,0,9.97
04/09/2018 23:30,0,0,0,0,0,9.97
04/09/2018 23:45,0,0,0,0,0,9.97
05/09/2018 00:00,0,0,0,0,0,9.97
05/09/2018 00:15,0,0,0,0,0,9.97
05/09/2018 00:30,0,0,0,0,0,9.97
05/09/2018 00:45,0,0,0,0,0,9.97
05/09/2018 01:00,0,0,0,0,0,9.97
05/09/2018 01:15,0,0,0,0,0,9.97
05/09/2018 01:30,0,0,0,0,0,9.97
05/09/2018 01:45,0,0,0,0,0,9.97
05/09/2018 02:00,0,0,0,0,0,9.97
05/09/2018 02:15,0,0,0,0,0,9.97
05/09/2018 02:30,0,0,0,0,0,9.97
05/09/2018 02:45,0,0,0,0,0,9.97
05/09/2018 03:00,0,0,0,0,0,9.97
05/09/2018 03:15,0,0,0,0,0,9.97
05/09/2018 03:30,0,0,0,0,0,9.97
05/09/2018 03:45,0,0,0,0,0,9.97
05/09/2018 04:00,0,0,0,0,0,9.97
05/09/2018 04:15,0,0,0,0,0,9.97
05/09/2018 04:30,0,0,0,0,0,9.97
05/09/2018 04:45,0,0,0,0,0,9.97
05/09/2018 05:00,0,0,0,0,0,9.97
05/09/2018 05:15,0,0,0,0,0,9.97
05/09/2018 05:30,0,0,0,0,0,9.97
05/09/2018 05:45,0,0,0,0,0,9.97
05/09/2018 06:00,0,0,0,0,0,9.97
05/09/2018 06:15,0,0,0,0,0,9.97
05/09/2018 06:30,0,0,0,0,0,9.97
05/09/2018 06:45,0,0,0,0,0,9.97
05/09/2018 07:00,0.02,0.02,0.02,0.02,0,9.97
05/09/2018 07:15,0.07,0.08,0.1,0.07,0.05,9.97
05/09/2018 07:30,0.15,0.16,0.21,0.11,0.14,9.97
05/09/2018 07:45,0.26,0.29,0.4,0.22,,9.97
05/09/2018 08:00,0.38,0.47,0.65,0.35,,9.97
05/09/2018 08:15,0.55,0.66,0.9,0.49,,9.97
05/09/2018 08:30,0.72,0.86,1.17,0.65,,9.97
05/09/2018 08:45,0.89,1.05,1.44,0.78,,9.97
05/09/2018 09:00,1.06,1.25,1.72,0.97,0.8,9.97
05/09/2018 09:15,1.23,1.45,2.01,1.09,0.97,9.97
05/09/2018 09:30,1.4,1.65,2.31,1.29,1.14,9.97
05/09/2018 09:45,1.57,1.86,2.59,1.48,1.35,9.97
05/09/2018 10:00,1.75,2.07,2.88,1.66,1.51,9.97
05/09/2018 10:15,1.92,2.27,3.17,1.59,1.63,9.97
05/09/2018 10:30,2.08,2.46,3.45,2.24,2,9.97
05/09/2018 10:45,2.25,2.63,3.72,2.7,2.18,9.97
05/09/2018 11:00,2.45,2.8,3.96,2.42,2.32,9.97
05/09/2018 11:15,2.62,2.95,4.17,2.53,2.61,9.97
05/09/2018 11:30,2.79,3.1,4.36,2.76,3.16,9.97
05/09/2018 11:45,2.93,3.25,4.52,3.01,3.26,9.97
05/09/2018 12:00,3.07,3.37,4.66,3.01,3.64,9.97
05/09/2018 12:15,3.2,3.49,4.77,3.39,3.98,9.97
05/09/2018 12:30,3.32,3.59,4.87,3.67,4.02,9.97
05/09/2018 12:45,3.41,3.65,4.94,3.68,4.41,9.97
05/09/2018 13:00,3.5,3.7,4.99,3.75,4.78,9.97
05/09/2018 13:15,3.57,3.74,5.01,4.06,4.88,9.97
05/09/2018 13:30,3.61,3.75,5.02,4.05,4.55,9.97
05/09/2018 13:45,3.63,3.74,5.01,4.23,4.69,9.97
05/09/2018 14:00,4.01,3.73,4.98,4.18,4.49,9.97
05/09/2018 14:15,3.97,3.7,4.93,4.69,4.6,9.97
05/09/2018 14:30,3.91,3.64,4.87,4.34,4.63,9.97
05/09/2018 14:45,3.82,3.55,4.78,4.89,4.5,9.97
05/09/2018 15:00,3.73,3.46,4.68,4.75,4.28,9.97
05/09/2018 15:15,3.62,3.36,4.55,4.01,3.92,9.97
05/09/2018 15:30,3.48,3.24,4.38,4.15,3.92,9.97
05/09/2018 15:45,3.32,3.11,4.19,3.66,3.88,9.97
05/09/2018 16:00,3.1,2.97,3.97,3.39,3.61,9.97
05/09/2018 16:15,2.93,2.81,3.74,3.08,3.1,9.97
05/09/2018 16:30,2.76,2.65,3.49,1.67,2.83,9.97
05/09/2018 16:45,2.58,2.47,3.23,2.57,2.69,9.97
05/09/2018 17:00,2.39,2.29,2.96,2.47,2.41,9.97
05/09/2018 17:15,2.18,2.08,2.66,2.39,2.18,9.97
05/09/2018 17:30,1.95,1.85,2.36,1.75,1.74,9.97
05/09/2018 17:45,1.73,1.63,2.07,1.97,1.48,9.97
05/09/2018 18:00,1.5,1.42,1.78,1.16,1.26,9.97
05/09/2018 18:15,1.28,1.22,1.51,0.44,0.95,9.97
05/09/2018 18:30,1.05,1.01,1.24,0.18,0.79,9.97
